"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Age Groups"	"Age Groups Code"	Count
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	"35-39 years"	"35-39"	19
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	"40-44 years"	"40-44"	45
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	"45-49 years"	"45-49"	87
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	"50-54 years"	"50-54"	99
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	"55-59 years"	"55-59"	90
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	"60-64 years "	"60-64"	79
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	"65-69 years"	"65-69"	86
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	"70-74 years"	"70-74"	108
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	"75-79 years"	"75-79"	95
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	"80-84 years"	"80-84"	74
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	"85+ years"	"85+"	39
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	"35-39 years"	"35-39"	27
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	"40-44 years"	"40-44"	49
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	"45-49 years"	"45-49"	74
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	"50-54 years"	"50-54"	96
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	"55-59 years"	"55-59"	91
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	"60-64 years "	"60-64"	95
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	"65-69 years"	"65-69"	91
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	"70-74 years"	"70-74"	102
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	"75-79 years"	"75-79"	81
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	"80-84 years"	"80-84"	67
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	"85+ years"	"85+"	46
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	"35-39 years"	"35-39"	22
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	"40-44 years"	"40-44"	56
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	"45-49 years"	"45-49"	66
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	"50-54 years"	"50-54"	104
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	"55-59 years"	"55-59"	106
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	"60-64 years "	"60-64"	113
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	"65-69 years"	"65-69"	89
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	"70-74 years"	"70-74"	84
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	"75-79 years"	"75-79"	98
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	"80-84 years"	"80-84"	79
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	"85+ years"	"85+"	58
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	"35-39 years"	"35-39"	29
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	"40-44 years"	"40-44"	59
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	"45-49 years"	"45-49"	86
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	"50-54 years"	"50-54"	80
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	"55-59 years"	"55-59"	95
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	"60-64 years "	"60-64"	106
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	"65-69 years"	"65-69"	95
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	"70-74 years"	"70-74"	70
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	"75-79 years"	"75-79"	72
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	"80-84 years"	"80-84"	48
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	"85+ years"	"85+"	45
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	"35-39 years"	"35-39"	18
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	"40-44 years"	"40-44"	45
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	"45-49 years"	"45-49"	65
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	"50-54 years"	"50-54"	84
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	"55-59 years"	"55-59"	86
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	"60-64 years "	"60-64"	94
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	"65-69 years"	"65-69"	86
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	"70-74 years"	"70-74"	77
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	"75-79 years"	"75-79"	71
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	"80-84 years"	"80-84"	60
	"Female Breast"	"26000-Female"	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	"85+ years"	"85+"	53
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	27
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	54
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	92
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	113
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	133
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	112
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	105
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	116
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	107
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	70
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	50
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"Black or African American"	"2054-5"	"85+ years"	"85+"	50
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	"25-29 years"	"25-29"	30
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	"30-34 years"	"30-34"	89
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	"35-39 years"	"35-39"	235
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	"40-44 years"	"40-44"	456
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	"45-49 years"	"45-49"	726
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	"50-54 years"	"50-54"	756
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	"55-59 years"	"55-59"	882
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	"60-64 years "	"60-64"	804
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	"65-69 years"	"65-69"	778
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	"70-74 years"	"70-74"	848
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	"75-79 years"	"75-79"	799
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	"80-84 years"	"80-84"	568
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	"85+ years"	"85+"	579
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	30
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	52
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	90
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	120
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	161
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	131
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	115
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	116
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	106
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	107
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	50
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"Black or African American"	"2054-5"	"85+ years"	"85+"	57
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	"25-29 years"	"25-29"	24
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	"30-34 years"	"30-34"	101
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	"35-39 years"	"35-39"	225
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	"40-44 years"	"40-44"	484
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	"45-49 years"	"45-49"	681
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	"50-54 years"	"50-54"	866
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	"55-59 years"	"55-59"	892
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	"60-64 years "	"60-64"	764
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	"65-69 years"	"65-69"	775
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	"70-74 years"	"70-74"	868
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	"75-79 years"	"75-79"	768
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	"80-84 years"	"80-84"	621
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	"85+ years"	"85+"	583
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	26
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	75
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	125
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	132
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	159
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	130
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	111
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	114
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	104
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	75
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	44
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"Black or African American"	"2054-5"	"85+ years"	"85+"	41
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	"25-29 years"	"25-29"	26
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	"30-34 years"	"30-34"	95
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	"35-39 years"	"35-39"	229
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	"40-44 years"	"40-44"	469
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	"45-49 years"	"45-49"	692
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	"50-54 years"	"50-54"	804
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	"55-59 years"	"55-59"	831
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	"60-64 years "	"60-64"	818
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	"65-69 years"	"65-69"	767
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	"70-74 years"	"70-74"	757
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	"75-79 years"	"75-79"	748
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	"80-84 years"	"80-84"	641
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	"85+ years"	"85+"	519
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	22
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	47
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	100
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	128
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	155
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	147
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	117
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	111
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	80
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	76
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	50
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"Black or African American"	"2054-5"	"85+ years"	"85+"	41
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	"25-29 years"	"25-29"	24
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	"30-34 years"	"30-34"	92
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	"35-39 years"	"35-39"	216
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	"40-44 years"	"40-44"	481
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	"45-49 years"	"45-49"	719
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	"50-54 years"	"50-54"	732
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	"55-59 years"	"55-59"	838
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	"60-64 years "	"60-64"	694
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	"65-69 years"	"65-69"	639
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	"70-74 years"	"70-74"	685
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	"75-79 years"	"75-79"	692
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	"80-84 years"	"80-84"	551
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	"85+ years"	"85+"	490
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	28
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	51
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	102
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	120
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	137
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	137
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	117
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	113
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	90
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	64
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	42
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"Black or African American"	"2054-5"	"85+ years"	"85+"	45
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	"25-29 years"	"25-29"	28
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	"30-34 years"	"30-34"	88
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	"35-39 years"	"35-39"	210
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	"40-44 years"	"40-44"	507
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	"45-49 years"	"45-49"	711
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	"50-54 years"	"50-54"	742
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	"55-59 years"	"55-59"	809
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	"60-64 years "	"60-64"	786
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	"65-69 years"	"65-69"	684
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	"70-74 years"	"70-74"	684
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	"75-79 years"	"75-79"	681
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	"80-84 years"	"80-84"	582
	"Female Breast"	"26000-Female"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	"85+ years"	"85+"	509
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	21
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	42
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	21
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	23
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	27
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	16
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	"30-34 years"	"30-34"	62
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	"35-39 years"	"35-39"	119
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	"40-44 years"	"40-44"	243
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	"45-49 years"	"45-49"	360
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	"50-54 years"	"50-54"	421
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	"55-59 years"	"55-59"	430
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	"60-64 years "	"60-64"	411
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	"65-69 years"	"65-69"	409
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	"70-74 years"	"70-74"	486
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	"75-79 years"	"75-79"	416
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	"80-84 years"	"80-84"	300
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	"85+ years"	"85+"	268
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2001"	"2001"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	24
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2001"	"2001"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	34
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2001"	"2001"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	33
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2001"	"2001"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	26
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2001"	"2001"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	40
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2001"	"2001"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	30
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2001"	"2001"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	18
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2001"	"2001"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	16
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2001"	"2001"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	22
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2001"	"2001"	"White"	"2106-3"	"25-29 years"	"25-29"	23
	"Female Breast"	"26000-Female"	"Indiana"	"18"	"2001"	"2001"	"White"	"2106-3"	"30-34 years"	"30-34"	55
